,Fecha,Texto,code
0,2022-01-14T01:15:18.000Z,"RT @Davos: This global movement is transforming industrial clusters so we can reach net-zero emissions.

@Accenture @EPRINews @iberdrola @R…",{}
1,2022-01-14T00:40:57.000Z,"RT @joeabreu_: En #Cuba tenemos un pedacito de Cruz Novillo🤩

#CruzNovillo, ""el hombre que diseñó España"", autor de logotipos tan emblemáti…",{}
2,2022-01-13T23:29:42.000Z,@joeabreu_ @Repsol @ComunidadMadrid @elmundoes @PSOE @policia @Correos @HavanaturCuba @hallwayAD @avidal_design,{}
3,2022-01-13T23:19:07.000Z,RT @Barbaraguilar13: En la @Repsol Madrid hay un perro encerrado día y noche cuidando sus instalaciones. Que Twitter haga du magia y logrem…,{}
4,2022-01-13T23:09:35.000Z,RT @ca_gonzalez: @IberiaBR_PT @Repsol @aena @petronor #iberiahonreparis,{}
5,2022-01-13T22:35:13.000Z,"RT @CUPTarragona: ""Creiem important que es continuïn fent els controls periòdics de la qualitat de l'aire, i que els lideri @mediambientcat…","{'code': 'Citizenship', 'polarity': 'P'}"
6,2022-01-13T22:24:32.000Z,@joeabreu_ @Repsol @ComunidadMadrid @elmundoes @PSOE @policia @Correos @HavanaturCuba Somos el mundo,{}
7,2022-01-13T22:21:25.000Z,"RT @joeabreu_: En #Cuba tenemos un pedacito de Cruz Novillo🤩

#CruzNovillo, ""el hombre que diseñó España"", autor de logotipos tan emblemáti…",{}
8,2022-01-13T22:16:04.000Z,@Davos @Accenture @EPRINews @iberdrola @Repsol @Equinor @eni @Johnson_Matthey https://t.co/M8eSRWEixH,{}
9,2022-01-13T21:49:09.000Z,@Davos @Accenture @EPRINews @iberdrola @Repsol @Equinor @eni @Johnson_Matthey https://t.co/gPuyicYTA7,{}
10,2022-01-13T21:48:35.000Z,@IberiaBR_PT @Repsol @aena @petronor #iberiahonreparis,{}
11,2022-01-13T21:37:26.000Z,"En #Cuba tenemos un pedacito de Cruz Novillo🤩

#CruzNovillo, ""el hombre que diseñó España"", autor de logotipos tan emblemáticos como @Repsol, @ComunidadMadrid, @elmundoes, @PSOE , @policia  o @Correos, también realizó el logo de Havanatur (@HavanaturCuba) en 1993. https://t.co/fPOvuGXZDO",{}
12,2022-01-13T20:58:06.000Z,"RT @Davos: This global movement is transforming industrial clusters so we can reach net-zero emissions.

@Accenture @EPRINews @iberdrola @R…",{}
13,2022-01-13T20:53:53.000Z,"RT @CUPTarragona: ""Creiem important que es continuïn fent els controls periòdics de la qualitat de l'aire, i que els lideri @mediambientcat…","{'code': 'Citizenship', 'polarity': 'P'}"
14,2022-01-13T20:50:11.000Z,"RT @enagas: ☀️💦 Sol y agua, dos recursos renovables con los que se puede producir #HidrógenoVerde. 
Este es el objetivo de 'Sunrgyze', comp…",{}
