,Fecha,Texto,code
0,2022-03-16T02:23:36.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
1,2022-03-16T02:22:47.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
2,2022-03-16T02:21:54.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
3,2022-03-16T02:21:50.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
4,2022-03-16T02:21:21.000Z,"@danielfolivares @Repsol @SerforPeru Hay mucho que investigar, ojalá al partido morado le dé la gana, porque paran ocupados en la vacancia y en Ucrania (ed malaga)",{}
5,2022-03-16T02:17:46.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
6,2022-03-16T02:14:26.000Z,@Repsol Dos meses después y estos mentirosos siguen como si nada... #RepsolAsesinoEcologico #RepsolHazteCargo https://t.co/My8Kz8q3ze,{}
7,2022-03-16T02:08:47.000Z,"Hay gente que no recuerda que:
1. @repsol derramó petróleo en el litoral peruano y...
2. hay una guerra que incrementa el precio de petróleo.

Si no ponen esas variables en su cabeza es que son unos cojudos. https://t.co/V9B6xz62wV","{'code': 'ProductsServices', 'polarity': 'NONE'}"
8,2022-03-16T02:07:22.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
9,2022-03-16T02:07:19.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
10,2022-03-16T02:06:12.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
11,2022-03-16T02:06:08.000Z,"@Repsol, un desastre de empresa. https://t.co/ygmJ1PTqIq",{}
12,2022-03-16T02:03:25.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
13,2022-03-16T02:02:16.000Z,"@HugoCel21124373 @Epicentro_TV @LaSalitadelSin @Repsol Estamos a una uña de la 3era guerra mundial!
La economía de libre mercado, ya está perdiendo protagonismo, es hora de que nuestros recursos sean para todos nosotros!
Quizás expropiar sería una medida exagerada, pero si siguen así las cosas, será necesaria.",{}
14,2022-03-16T01:57:36.000Z,"@Billy1502 @Epicentro_TV @LaSalitadelSin @Repsol Pues lee, investiga, gracias a la Internet tenemos oportunidad de conocer diversas fuentes de información.","{'code': 'Performance', 'polarity': 'P'}"
15,2022-03-16T01:56:04.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
16,2022-03-16T01:55:50.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
17,2022-03-16T01:55:25.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
18,2022-03-16T01:54:38.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
19,2022-03-16T01:54:35.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
20,2022-03-16T01:53:24.000Z,"RT @WaykaPeru: @PedroCastilloTe @congresoperu Presidente @PedroCastilloTe: ""Hemos denunciado a la empresa @Repsol por el delito de contamin…","{'code': 'Governance', 'polarity': 'N+'}"
21,2022-03-16T01:52:20.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
22,2022-03-16T01:52:19.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
23,2022-03-16T01:51:29.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
24,2022-03-16T01:48:24.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
25,2022-03-16T01:45:42.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
26,2022-03-16T01:45:31.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
27,2022-03-16T01:45:16.000Z,RT @jfowks: #derramedepetróleo @Repsol @pcmperu @MinamPeru,"{'code': 'ProductsServices', 'polarity': 'NONE'}"
28,2022-03-16T01:45:01.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
29,2022-03-16T01:44:57.000Z,"RT @WaykaPeru: @PedroCastilloTe @congresoperu Presidente @PedroCastilloTe: ""Hemos denunciado a la empresa @Repsol por el delito de contamin…","{'code': 'Governance', 'polarity': 'N+'}"
30,2022-03-16T01:41:30.000Z,@1Honesta @Epicentro_TV @LaSalitadelSin @Repsol Honesta y bruta,{}
31,2022-03-16T01:40:36.000Z,"@saludconlupa @Ribosoma_P @Repsol feliz que la prensa y los congresistas hagan mutis por el terrible desastre que ocasionaron en el mar , @congresoperu",{}
32,2022-03-16T01:39:12.000Z,RT @danielfolivares: A 2 meses del derrame de @Repsol el @SerforPeru no ha abierto el Proceso Administrativo Sancionador (PAS) a la empresa…,{}
33,2022-03-16T01:38:58.000Z,@1Honesta @Billy1502 @Epicentro_TV @LaSalitadelSin @Repsol Póngale 0 profe,{}
