,Fecha,Texto,code
0,2022-02-08T02:04:13.000Z,"RT @LaSalitadelSin: 🔴 #VIDEO A casi un mes del desastre por parte de @Repsol, esta es la situación actual de las zonas afectadas: Todo cubi…",{}
1,2022-02-08T02:04:04.000Z,RT @LaSalitadelSin: Según últimos reportes se conoció q @Repsol había catalogado el derrame de petróleo (15 de enero) como un “derrame cont…,"{'code': 'Governance', 'polarity': 'NONE'}"
2,2022-02-08T02:03:33.000Z,"@saludconlupa @Repsol @RepsolWorldwide #RepsolHazteCargo 
#repsolasesinoecologico",{}
3,2022-02-08T02:03:29.000Z,"RT @Epicentro_TV: #Reportaje 

Mientras continúa la crisis política, los efectos del desastre ambiental provocado por el derrame de petróle…","{'code': 'Citizenship', 'polarity': 'N'}"
4,2022-02-08T02:01:33.000Z,"RT @danielyovera: Señores políticos, más de tres semanas después de la crisis medioambiental provocada por @Repsol 
@repsol_peru @box_repso…","{'code': 'Citizenship', 'polarity': 'N+'}"
5,2022-02-08T02:01:07.000Z,RT @LaSalitadelSin: Según últimos reportes se conoció q @Repsol había catalogado el derrame de petróleo (15 de enero) como un “derrame cont…,"{'code': 'Governance', 'polarity': 'NONE'}"
6,2022-02-08T02:00:38.000Z,"RT @danielyovera: Señores políticos, más de tres semanas después de la crisis medioambiental provocada por @Repsol @repsol_peru @box_repsol…","{'code': 'Citizenship', 'polarity': 'N+'}"
7,2022-02-08T01:59:57.000Z,"@LaSalitadelSin @Repsol Y los delincuentes de REPSOL, qué dicen??",{}
8,2022-02-08T01:59:27.000Z,"RT @danielyovera: Señores políticos, más de tres semanas después de la crisis medioambiental provocada por @Repsol @repsol_peru @box_repsol…","{'code': 'Citizenship', 'polarity': 'N+'}"
9,2022-02-08T01:59:25.000Z,RT @LaSalitadelSin: Según últimos reportes se conoció q @Repsol había catalogado el derrame de petróleo (15 de enero) como un “derrame cont…,"{'code': 'Governance', 'polarity': 'NONE'}"
10,2022-02-08T01:59:01.000Z,"RT @danielyovera: Señores políticos, más de tres semanas después de la crisis medioambiental provocada por @Repsol 
@repsol_peru @box_repso…","{'code': 'Citizenship', 'polarity': 'N+'}"
11,2022-02-08T01:58:47.000Z,"RT @Epicentro_TV: #Reportaje 

Mientras continúa la crisis política, los efectos del desastre ambiental provocado por el derrame de petróle…","{'code': 'Citizenship', 'polarity': 'N'}"
12,2022-02-08T01:58:10.000Z,"RT @danielyovera: Señores políticos, más de tres semanas después de la crisis medioambiental provocada por @Repsol 
@repsol_peru @box_repso…","{'code': 'Citizenship', 'polarity': 'N+'}"
13,2022-02-08T01:57:56.000Z,"RT @danielyovera: Señores políticos, más de tres semanas después de la crisis medioambiental provocada por @Repsol @repsol_peru @box_repsol…","{'code': 'Citizenship', 'polarity': 'N+'}"
