,Fecha,Texto,code
0,2022-02-06T02:14:33.000Z,"RT @jfowks: El Colegio de Ingenieros del Perú sobre #derramedepetróleo de @Repsol indica que ha ""podido constatar la falta de recursos, la…",{}
1,2022-02-06T02:12:27.000Z,"@kily1959 @2803ARMANDO @jfowks @Repsol Bien ubicado varón, del lado correcto de la Historia, combato el pensamiento Marxista, Leninista, Maoísta, Pensamiento gonzalo.
Repudio a los progres caviares oenegeros, ambientalistas farsantes y parásitos del estado y a los mamones del poder de turno. Te ubico por ahí",{}
2,2022-02-06T02:10:36.000Z,@Repsol @PedroCastilloTe  @exitosape @MaricarmenAlvaP @FlorPabloMedina Presidente de la República del Perú: Gobierno y Repsol deben dar apoyo económico y social a damnificados por derrame de crudo! - ¡Firma la petición! https://t.co/A3gjqXuL4i vía @ChangeorgLatino,"{'code': 'Citizenship', 'polarity': 'N'}"
3,2022-02-06T02:08:10.000Z,@jfowks @Repsol Incentivar inversiones de empresas extranjeras como repsil? No gracias,{}
4,2022-02-06T02:06:54.000Z,"RT @jfowks: El Colegio de Ingenieros del Perú sobre #derramedepetróleo de @Repsol indica que ha ""podido constatar la falta de recursos, la…",{}
5,2022-02-06T02:05:25.000Z,"@business Corrupt American media why won’t you speak against @Repsol 
The company responsible for the oil spill?","{'code': 'Leadership', 'polarity': 'NEU'}"
6,2022-02-06T02:04:19.000Z,"RT @presidenciaperu: El daño a los ecosistemas de Ventanilla, y en perjuicio de los pescadores, merece una fuerte sanción inmediata. Señore…",{}
7,2022-02-06T02:03:38.000Z,@Fridays4future @f4f_barcelona @futureperu @Repsol @GretaThunberg,{}
8,2022-02-06T02:03:12.000Z,@Reuters Corrupt American media! Why wont you speak against @Repsol the company responsible for the Peru oil spill?,{}
9,2022-02-06T02:02:19.000Z,"RT @Fridays4future: In Peru, @futureperu mobilized outside a stadium where the national football selection was playing to demand @Repsol to…",{}
10,2022-02-06T02:02:03.000Z,@AP Corrupt @AP why wont you speak against @Repsol the company responsible for the oil spill?,{}
11,2022-02-06T02:01:29.000Z,"@HIT24169079 @2803ARMANDO @jfowks @Repsol Aquí no estamos tratando de supuestos, es un tema muy amplio, estamos hablando de hechos, de daños al ecosistema de nuestro mar  por años, ubícate.","{'code': 'Governance', 'polarity': 'P'}"
12,2022-02-06T02:01:19.000Z,"RT @jfowks: El Colegio de Ingenieros del Perú sobre #derramedepetróleo de @Repsol indica que ha ""podido constatar la falta de recursos, la…",{}
13,2022-02-06T02:01:01.000Z,@AP @AP corrupta! Pq no mencionas el nombre de @Repsol la compañía responsable de el derrame de petróleo?,{}
14,2022-02-06T01:58:41.000Z,"RT @jfowks: El Colegio de Ingenieros del Perú sobre #derramedepetróleo de @Repsol indica que ha ""podido constatar la falta de recursos, la…",{}
