,Fecha,Texto,code
0,2022-01-31T01:56:29.000Z,"RT @jfowks: Trazas de petróleo, superficie tornasolada y espuma marrón camino a islas del balneario de Santa Rosa, 40 km al norte de Lima.…",{}
1,2022-01-31T01:55:02.000Z,"RT @Oceana_Peru: Hacemos un llamado a los habitantes de #Ventanilla, Santa Rosa, Ancón, Aucallama y Chancay a mantenerse vigilantes patrull…",{}
2,2022-01-31T01:55:01.000Z,RT @ConvocaPe: 🛢️LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del Perú y Re…,{}
3,2022-01-31T01:54:57.000Z,"RT @IndiraHuilca: ¿Por qué empresas como @Repsol y sus lobystas creen q pueden hacer lo q quieren con nuestro mar y no pasa nada?
Lo q un g…",{}
4,2022-01-31T01:53:21.000Z,"@ConvocaPe @jfowks @Repsol @SUNATOficial Urge inmediata acción legal del Estado para q' deudas de @Repsol al erario nacional no prescriban, no debe seguir permitiéndose q' tanto daño ambiental hecho a nuestro país termine siendo burlada x ésta empresa acostumbrada a evadir pagos x sanciones.
#RepsolPagaTuDeuda","{'code': 'Citizenship', 'polarity': 'N'}"
5,2022-01-31T01:52:23.000Z,"Queda claro que hay responsabilidades compartidas entre @Repsol y la Marina.
#PuntoFinal",{}
6,2022-01-31T01:52:17.000Z,"RT @jfowks: Cc @Repsol @OEFAperu entre Ancón y Pasamayo, ayer: ninguna barrera de contención contaminada debería estar a la deriva #derrame…",{}
7,2022-01-31T01:51:56.000Z,"RT @jfowks: Cc @Repsol @OEFAperu entre Ancón y Pasamayo, ayer: ninguna barrera de contención contaminada debería estar a la deriva #derrame…",{}
8,2022-01-31T01:51:40.000Z,RT @AlexFebrero_: Estuve en Miraflores y aquí la marcha contra @Repsol llegó al anfiteatro del parque Kennedy. Les dejo algunas fotos que p…,{}
9,2022-01-31T01:51:35.000Z,"@noticias_tvperu ¿Siguen con palas y carretillas? ¡Qué miserables los de @Repsol ¿ y así el director  🤥 de esa empresucha dijo que no iban a escatimar en gastos para limpiar?
REPSOL = EMPRESA DE PACOTILLA
jodiste tu imagen, tus trabajadores, accionistas
#RepsolAsesinoEcologico 
#RepsolEcocida",{}
10,2022-01-31T01:51:12.000Z,"RT @jfowks: Cc @Repsol @OEFAperu entre Ancón y Pasamayo, ayer: ninguna barrera de contención contaminada debería estar a la deriva #derrame…",{}
11,2022-01-31T01:51:09.000Z,"RT @jfowks: Cc @Repsol @OEFAperu entre Ancón y Pasamayo, ayer: ninguna barrera de contención contaminada debería estar a la deriva #derrame…",{}
12,2022-01-31T01:50:53.000Z,POR FAVOR @Repsol @presidenciaperu Son una m.......rda. https://t.co/QHhuJvm8YV,{}
13,2022-01-31T01:50:38.000Z,RT @ConvocaPe: 🛢️LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del Perú y Re…,{}
14,2022-01-31T01:50:36.000Z,"RT @jfowks: Cc @Repsol @OEFAperu entre Ancón y Pasamayo, ayer: ninguna barrera de contención contaminada debería estar a la deriva #derrame…",{}
15,2022-01-31T01:50:18.000Z,"RT @lajornadaonline: En la #Contraportada de #LaJornada 

Daño irreparable en las costas de #Perú por el derrame de @Repsol. En #Sinaloa, m…",{}
16,2022-01-31T01:50:17.000Z,@IndiraHuilca @Repsol CORRUPTES https://t.co/1N3ONB0AUj,{}
