,Fecha,Texto,code
0,2022-01-09T01:23:29.000Z,"RT @jim3cantos: Precios de la carga rápida y ultrarrápida en España (Enero 2022) @AsociacionAUVE, @cargacoches, @EasyChargerES, @EMTmadrid,…",{}
1,2022-01-09T00:54:07.000Z,RT @Repsol: En Repsol apostamos por la innovación tecnológica para desarrollar modelos energéticos sostenibles,"{'code': 'Citizenship', 'polarity': 'P+'}"
2,2022-01-09T00:09:00.000Z,"RT @jim3cantos: Precios de la carga rápida y ultrarrápida en España (Enero 2022) @AsociacionAUVE, @cargacoches, @EasyChargerES, @EMTmadrid,…",{}
3,2022-01-09T00:00:41.000Z,"Te recomiendo que contrates la energía con @Repsol y ¡consigue 150€ en #carburante! Tarifas de #luz y/o #gas con las que #ahorrar desde el primer momento, sin sorpresas en tu factura https://t.co/4DASW8b3VP https://t.co/Q5vs0AnBWo",{}
4,2022-01-08T23:00:01.000Z,".@Repsol compra la gasística estadounidense Rockdale Marcellus por 200 M€. La compañía participó en una subasta celebrada el 16 de diciembre para hacerse con la compañía después de que el pasado septiembre Rockdale acudiera al llamado Capítulo 11
https://t.co/U8PVMynbL5 https://t.co/fsTeLn4dAp","{'code': 'Governance', 'polarity': 'NONE'}"
5,2022-01-08T22:49:51.000Z,@Repsol Hipócritas.,{}
6,2022-01-08T22:40:22.000Z,"RT @JesusFraileArda: De verdad @NaturgyClientEs ....¿habéis duplicado el precio del gas en 15 días? @SpainGNC 
Al final, he repostado con g…",{}
7,2022-01-08T22:09:36.000Z,"RT @PremsaMotorCat: EL ECOCOMBUSTIBLE DE REPSOL, PIEZA CLAVE EN EL DAKAR 2022. @Repsol @PremsaMotorCat @dakar @IsidreEsteveDkr #Repsol #APM…",{}
8,2022-01-08T21:44:01.000Z,"EL ECOCOMBUSTIBLE DE REPSOL, PIEZA CLAVE EN EL DAKAR 2022. @Repsol @PremsaMotorCat @dakar @IsidreEsteveDkr #Repsol #APMCmotor #Dakar https://t.co/9SRnMH1p0Q",{}
9,2022-01-08T21:35:06.000Z,@Repsol LADRONES,{}
10,2022-01-08T21:30:43.000Z,"@Repsol Sostenibilidad y Repsol son palabras antónimas
Lo demás son excusas",{}
11,2022-01-08T21:10:13.000Z,@RPatoso @juanlr988 @Repsol No mires arriba….,"{'code': 'ProductsServices', 'polarity': 'N'}"
12,2022-01-08T21:09:44.000Z,"RT @juanlr988: @Repsol Los biocombustibles provocan deforestación. 
En Repsol apostais por seguir ganando dinero a costa del medio ambiente…","{'code': 'Citizenship', 'polarity': 'NONE'}"
13,2022-01-08T20:44:35.000Z,@Repsol https://t.co/PIkJrRnEVU,{}
14,2022-01-08T20:42:17.000Z,"@ValdesL2 @UniversidadxC @Repsol Se trata precisamente de hacer ver, incluso a los que con medios  por desinformación, difunden bulos que no ayudan nada, que el camino a un mundo más sostenible,  pasa por la electrificacion del transporte en general, gracias a ti por defender unposible mundo mejor","{'code': 'Citizenship', 'polarity': 'NONE'}"
15,2022-01-08T20:18:56.000Z,RT @Repsol: En Repsol apostamos por la innovación tecnológica para desarrollar modelos energéticos sostenibles,"{'code': 'Citizenship', 'polarity': 'P+'}"
16,2022-01-08T20:12:51.000Z,RT @Repsol: ¿Quieres ser protagonista del futuro? ¡Busca las claves de la innovación tecnológica en nuestros perfiles! https://t.co/Wlxou5s…,{}
17,2022-01-08T19:46:35.000Z,"RT @TE_GranEmpresa: Las herramientas, el tiempo y la voluntad de aprender y compartir conocimiento van a ser claves para el futuro de nuest…",{}
18,2022-01-08T19:38:41.000Z,"@HugoESMcoop @UniversidadxC @Repsol Es agotador, Hugo, pero muchas gracias!",{}
