,Fecha,Texto,code
0,2022-01-06T02:09:42.000Z,"RT @RqmRacing: Baja Aragon 2021
@BajaAragon
@IsidreEsteveDkr
@Repsol
@RqmRacing
#bajaaragon #dakar https://t.co/OY2KpBtn8n",{}
1,2022-01-06T01:52:43.000Z,"Baja Aragon 2021
@BajaAragon
@IsidreEsteveDkr
@Repsol
@RqmRacing
#bajaaragon #dakar https://t.co/OY2KpBtn8n",{}
2,2022-01-06T01:12:32.000Z,@Repsol #encatalàsiusplau,{}
3,2022-01-05T21:38:39.000Z,@Repsol #encatalàsiusplau https://t.co/mgqcs4cKPB,{}
4,2022-01-05T21:05:05.000Z,RT @canalbar_es: La hostelería apuesta por terrazas como elemento dinamizador de las ciudades. @Fundacion_Once @CEHEhosteleria @HosteleriaM…,{}
5,2022-01-05T20:41:42.000Z,@Repsol #encatalàsiusplau,{}
6,2022-01-05T20:40:18.000Z,@dariogap @Repsol Aprovechando que el Fuego pasa por Valladolid...no se puede negar que son unos artistas del marketing.Ya estáran apalabrados cargos y puestos para cuando acabe la legislatura.,{}
7,2022-01-05T20:37:59.000Z,"RT @dariogap: Más claro, esto tiene un pq empresarial. @Repsol necesita realizar actuaciones de compensación para reducir su huella de carb…","{'code': 'Performance', 'polarity': 'P'}"
8,2022-01-05T20:33:06.000Z,"@HoolInvestor Joder @HoolInvestor. 
Revisa tu tarifa/contrato.
Mírate @repsol o el Tempo Happy de @Endesa",{}
9,2022-01-05T20:29:00.000Z,@jim3cantos @AsociacionAUVE @CargaCoches @EasyChargerES @EMTmadrid @Endesa @etecnic @foroelectricos @GVeyond @iberdrola @IONITY_EU @Repsol @smouapp @Tesla @Wenea_Energy Ojo a las nuevas tarifas de Enero,{}
10,2022-01-05T20:28:31.000Z,"RT @jim3cantos: Precios de la carga rápida y ultrarrápida en España (Enero 2022) @AsociacionAUVE, @cargacoches, @EasyChargerES, @EMTmadrid,…",{}
11,2022-01-05T20:27:31.000Z,"@Repsol Buenas noches Repsol, y feliz añi y Reyes, ¿como van esa apertura de estaciones? Concretamente me interesa la de La Coruña y si vais a abrir alguna nueva más de las ya anunciadas. Gracias!!","{'code': 'ProductsServices', 'polarity': 'P'}"
12,2022-01-05T20:21:28.000Z,RT @Repsol: Ven a Repsol y con Waylet podrás conseguir al instante uno de los más de 200.000 premios que regalamos por repostar.,{}
13,2022-01-05T20:00:44.000Z,"RT @Fernand46225417: @IberiaBR_PT @Repsol @aena @petronor Resolvem tudo, menos o problema do cancelamento das nossas passagens! #Iberiahonr…",{}
14,2022-01-05T20:00:01.000Z,".@Repsol compra la gasística estadounidense Rockdale Marcellus por 200 M€. La compañía participó en una subasta celebrada el 16 de diciembre para hacerse con la compañía después de que el pasado septiembre Rockdale acudiera al llamado Capítulo 11
https://t.co/U8PVMynbL5 https://t.co/yjDhCypDoq","{'code': 'Governance', 'polarity': 'NONE'}"
15,2022-01-05T19:45:44.000Z,@MartiAngels @Repsol Doña Charo o está muy ciega o es usted muy tonta. Que yo sepa ya está en catalán. Deje de hacer el ridículo que la republiqueta existirá cuando Bolivia tenga mar.,{}
16,2022-01-05T19:37:00.000Z,#asesoria y #cursos en Mecanismos de Degradación Materiales con énfasis en crudo y gas Inf energia@cmpc-consult.com @Chevron @exxonmobil @Pemex @Shell @FronteraEnergy @ECOPETROL_SA @Refidomsa @Repsol @Total @RosneftEN @PDVSA @PequivenSA @eni @TenarisTamsa @EPPETROECUADOR #RRHH https://t.co/Y77moeWaAR,{}
17,2022-01-05T19:19:48.000Z,@TasRiart @Repsol @HolaluzEng Mostrem el consum. Aixó es molt poc per a 2 mesos. Menys amb aquesta pujada de preus.,{}
18,2022-01-05T19:19:18.000Z,"@miguelmg11390 @Repsol Si, es un 0,09€/L en el caso de los Premium, ya cada cual lo usa o no. Pero solo por los 40€ de regalo por contratar la luz y los buenos precios que tienen vale la pena",{}
19,2022-01-05T19:14:17.000Z,@Jsmglx @Repsol Lo del saldo en waylet es un poco mñe... porque son los descuentos acumulables o algo así parece ser que me contaron a mi,{}
20,2022-01-05T19:11:15.000Z,"@Repsol Con el calor geotérmico y la energía solar tenemos energía más que suficiente para todo, sin necesidad de aerogeneradores y de ensuciar
 ""el paisaje"". En baterías y acumuladores, estamos en el aperitivo todavía.","{'code': 'Citizenship', 'polarity': 'NONE'}"
21,2022-01-05T18:52:44.000Z,Lo que me encuentro en un álbum familiar 😋  @Repsol en la Expo Sevilla 92! https://t.co/Zl5ZVaM4SH,{}
22,2022-01-05T18:46:31.000Z,@Repsol @el_pais Pues tenéis un futuro un poco negro.,{}
23,2022-01-05T18:45:58.000Z,RT @Repsol: Ven a Repsol y con Waylet podrás conseguir al instante uno de los más de 200.000 premios que regalamos por repostar.,{}
24,2022-01-05T18:36:40.000Z,"@sevillajordi En 2 tardes lo entiendes:

En #SanidadPública no hay negocio.

Si mejoras SanidadPública,
quién necesitaria apuntarse a @sanitas @AsisaSalud @ClientesAdeslas?

Hay que deteriorar deliberadamente todo lo público en las #17Taifas 

Para forrarse como
con @endesa @Repsol @Movistar",{}
25,2022-01-05T18:26:00.000Z,@cmpc_consult provee #asesoria y #cursos de Mecanismos de Degradación Materiales Producción Hidrocarburos énfasis crudo y gas. Inf energia@cmpc-consult.com @exxonmobil @Pemex @ECOPETROL_SA  @TenarisTamsa @Repsol @petroperu_sa @EPPETROECUADOR @eni @MinPetroleoVE @pdvsa_gas #RRHH https://t.co/WLB5joyZWE,{}
26,2022-01-05T17:51:19.000Z,"RT @ClaraGrima: @VMOrtegaSaez @antoniomunozsev @el_pais @Repsol Ay, Víctor, qué bonito mensaje. Muchas gracias por compartirlo ❤️

Dile que…",{}
27,2022-01-05T17:40:13.000Z,"@VMOrtegaSaez @antoniomunozsev @el_pais @Repsol Ay, Víctor, qué bonito mensaje. Muchas gracias por compartirlo ❤️

Dile que ser profesora de matemáticas es FASCINANTE 🙂",{}
28,2022-01-05T17:30:31.000Z,"RT @Repsol: #SomosFuturo, ¿y tú? Estrenamos webserie en @el_pais sobre lo último en ciencia, tecnología e innovación de la mano de conocido…",{}
29,2022-01-05T17:30:27.000Z,"Más claro, esto tiene un pq empresarial. @Repsol necesita realizar actuaciones de compensación para reducir su huella de carbono y no tener que pagar.
Vamos que le sale a mejor precio esto.
Desde luego que se prefiere esto antes que nada. https://t.co/i5WLigS3cM","{'code': 'Citizenship', 'polarity': 'P'}"
30,2022-01-05T17:25:42.000Z,RT @Repsol: Ven a Repsol y con Waylet podrás conseguir al instante uno de los más de 200.000 premios que regalamos por repostar.,{}
31,2022-01-05T17:13:29.000Z,"@IberiaBR_PT @Repsol @aena @petronor Resolvem tudo, menos o problema do cancelamento das nossas passagens! #Iberiahonreparis",{}
