,Fecha,Texto,code
0,2021-11-28T01:31:15.000Z,"RT @EmbEspLibia: The Ambassador participated in the Libya Energy &amp; Economic Summit today, the first of it's kind in the last 10 years, toge…",{}
1,2021-11-28T01:31:08.000Z,@EmbEspLibia @GovernmentLY @NOC_Libya @Repsol @SpainMFA @GlobalSpain 🌷🌷🇪🇸🌷🌷🌴🌱🌿🐥🐥🇪🇸🐥🐥🌿👨‍👩‍👧‍👦👨‍👩‍👧‍👦🇪🇸👨‍👩‍👧‍👦👨‍👩‍👧‍👦🐥🌷🌷😊,{}
2,2021-11-28T00:43:44.000Z,"RT @Repsol: Cada vez somos más y usamos más energía. En este episodio descubriremos el #hidrógeno, la revolución energética que está por ll…",{}
3,2021-11-28T00:29:19.000Z,"RT @Alvisepf: -El ex-director de Información de @SanchezCastejon (Alberto Pozas) imputado por espionaje.

-Los ex-jefes de seguridad de @Re…","{'code': 'Governance', 'polarity': 'N'}"
4,2021-11-27T21:40:02.000Z,"RT @Comfama: ""Tenemos la visión de crear valor sostenible para la sociedad
Buscamos acabar con las barreras físicas y también actitudinales…","{'code': 'Citizenship', 'polarity': 'P+'}"
5,2021-11-27T21:21:27.000Z,"@Repsol @repsolmexico la página no me genera mi factura y no hay quien me solucione este problema, por favor ayúdenme.","{'code': 'ProductsServices', 'polarity': 'P'}"
6,2021-11-27T19:36:00.000Z,"RT @PortTarragona: L’enhorabona als premiats, als finalistes i a tots els participants en aquesta XXIV edició dels Premis Mañé i Flaquer!…","{'code': 'Leadership', 'polarity': 'P'}"
7,2021-11-27T18:57:19.000Z,"RT @Repsol: ¡Tu celebración preferida está aquí! 🎅☃ Prueba el nuevo ""Toffe Nut Latte"" disponible en nuestras estaciones de servicio con cór…",{}
8,2021-11-27T18:33:49.000Z,@Repsol Os mando DM,{}
9,2021-11-27T18:30:39.000Z,RT @CetmTransporte: ¿Hora de repostar? ⛽️ Gracias al acuerdo de la #CETM con #Solred puedes disfrutar de descuentos en las estaciones de se…,{}
10,2021-11-27T18:21:35.000Z,@davidoliete @fetatarragona @RicardLahoz @periodistes_cat @AjTorredembarra @Repsol @PortTarragona L'enhorabona!,{}
11,2021-11-27T17:40:24.000Z,"@davidoliete @fetatarragona @RicardLahoz @periodistes_cat @AjTorredembarra @Repsol @PortTarragona Felicitats, Daviiiid!",{}
12,2021-11-27T17:30:14.000Z,@davidoliete @fetatarragona @RicardLahoz @periodistes_cat @AjTorredembarra @Repsol @PortTarragona Enhorabona!!! 👏👏👏👏😊,{}
13,2021-11-27T17:19:55.000Z,"@periodistes_cat @AjTorredembarra @Repsol @PortTarragona @estevegiralt @bertranpep @jmcruset @RicardLahoz @rafaperez_ Felicitats, un cop més! 💪💪",{}
14,2021-11-27T16:53:51.000Z,"RT @UniCienciaSomos: Otro tipo de #corporativismo. El falso ecologismo académico Por un lado, muy verdes green. Por otro, #acuerdos con @Re…",{}
15,2021-11-27T16:50:50.000Z,"RT @UniversidadxC: @MDeliberativa @asambleaclimaes Igual teatro de rectorados, Consejos de gobierno, dptos de CC Ambientales, ecología.El u…","{'code': 'Citizenship', 'polarity': 'NONE'}"
16,2021-11-27T16:50:25.000Z,"RT @UniCienciaSomos: Otro tipo de #corporativismo. El falso ecologismo académico Por un lado, muy verdes green. Por otro, #acuerdos con @Re…",{}
17,2021-11-27T16:34:19.000Z,"Otro tipo de #corporativismo. El falso ecologismo académico Por un lado, muy verdes green. Por otro, #acuerdos con @Repsol del poderoso exrector 
 @urjc #Trevijano en 2013, presidente del @TConstitucionE  Ni rechistan en @ESCET_URJC o @BiodiversosU Si lo hacéis , os aplaudimos https://t.co/N7SzRnxHT2",{}
