,Fecha,Texto
0,2022-03-14T02:12:41.000Z,RT @HowImpredictive: Detrás de la falsa preocupación por los periodistas que expresa @Europarl_ES existen intereses económicos llamados @ib…
1,2022-03-14T02:06:32.000Z,"Detrás de la falsa preocupación por los periodistas que expresa @Europarl_ES existen intereses económicos llamados @iberdrola 
@OHLEnergy 
@Repsol 

@Europarl_ES ¡son EMPLEADOS DE ÉLITES DE PODER! ¡ellos NO representan al pueblo europeo! https://t.co/emojJqLZXX"
2,2022-03-14T01:48:11.000Z,@Europarl_ES  ahí una empresa corrupta española @Repsol  tragedia ecológica. https://t.co/yUkTIlf30w
3,2022-03-14T01:47:59.000Z,"El personal de @Repsol encargado de la limpieza tras el derrame de petróleo, estaban echando al mar la arena contaminada, los pescadores tuvieron que ponerse delante de las maquinarias para que no continúen. 
Ya toca hacer algo, @PedroCastilloTe, @anibaltorresv, @modestomontoya."
4,2022-03-14T01:31:09.000Z,"RT @soylaprimavera: @AlejandraMx6 @PabloIglesias @BetitoHapo @ClareDalyMEP Ojalá hubiera más diputadas así en @Europarl_ES, pero que va!
La…"
5,2022-03-14T01:26:54.000Z,@LaSalitadelSin Y seguro tampoco esta en planilla de @Repsol sino en una service. Corren las apuestas!!
6,2022-03-14T01:17:51.000Z,"RT @LaSalitadelSin: 🔴 #REPSOL | Director general de la ONG @Oceana_Peru, Daniel Olivares, denunció DESPIDOS MASIVOS en SERFOR, y todo esto…"
7,2022-03-14T01:15:29.000Z,"RT @Alfredo54267811: @alvaro_delgado Ahí le hablan a los @Europarl_ES
tan preocupados por los periodistas mexicanos, que mejor atiendan la…"
8,2022-03-14T01:02:02.000Z,"@alvaro_delgado Ahí le hablan a los @Europarl_ES
tan preocupados por los periodistas mexicanos, que mejor atiendan la tragedia ecológica de @Repsol en @RJocnacions2021, por eso no queremos a las empresas encajosas de España. @alvaro_delgado"
9,2022-03-14T01:01:32.000Z,@UNMSM_ @MinamPeru @Agencia_Andina @larepublica_pe @Lima_ECpe @RPPNoticias @pcmperu @Repsol https://t.co/k15rSbMUud
10,2022-03-14T00:51:43.000Z,@danieldani171 @TrujiYo @Repsol Suscribo totalmente
11,2022-03-14T00:36:21.000Z,"@MRobles @Mesac_Lara @SantiagoCreelM @Europarl_ES @EP_President Cierto!
Seguro está en el negocio de @iberdrola y @repsol y tiene que defender de esa forma a sus amos a cambio de unas monedas..."
12,2022-03-14T00:30:55.000Z,@Repsol https://t.co/hMvQSQRjes
13,2022-03-14T00:19:59.000Z,"RT @Jesusledesma11: @ga_vil @hermanntertsch @iberdrola @Repsol Perdón pero la derecha mexicana no es el pan, ni MC, la verdadera ultra dere…"
14,2022-03-14T00:13:05.000Z,"A ver #EuroBorregos @Europarl_EN, alli si aplica que metan en cintura a los ecocidas de @Repsol https://t.co/C13mwwDZ4a"
15,2022-03-14T00:02:55.000Z,"RT @colunga1955: Y los Gachupines,como sí nada😡 @Repsol"
16,2022-03-13T23:58:36.000Z,"RT @MaryGaba7: @hermanntertsch La Derecha es NULA en México, quien los instruye y corrompe son  quienes están perdiendo sus fraudulentos ne…"
17,2022-03-13T23:57:41.000Z,"RT @Jesusledesma11: @ga_vil @hermanntertsch @iberdrola @Repsol Perdón pero la derecha mexicana no es el pan, ni MC, la verdadera ultra dere…"
18,2022-03-13T23:57:30.000Z,"RT @ga_vil: @hermanntertsch No se confunda Sr. Tertsch, la derecha mexicana está en la lona. Los q realmente mueven los hilos en todos los…"
19,2022-03-13T23:42:18.000Z,@sergiosanabria4 @Repsol @RPPNoticias Para usted cuál sería la solución
20,2022-03-13T23:40:03.000Z,"RT @Jesusledesma11: @ga_vil @hermanntertsch @iberdrola @Repsol Perdón pero la derecha mexicana no es el pan, ni MC, la verdadera ultra dere…"
21,2022-03-13T23:39:49.000Z,"RT @ga_vil: @hermanntertsch No se confunda Sr. Tertsch, la derecha mexicana está en la lona. Los q realmente mueven los hilos en todos los…"
22,2022-03-13T23:22:19.000Z,"Y los Gachupines,como sí nada😡 @Repsol https://t.co/FfcVO0rpVt"
23,2022-03-13T23:00:10.000Z,"Corrupt Spaniard @Repsol @repsol_peru @motzanka you said you cleaned over 90% of the oil. That is a lie there oil in the bottom of the ocean, sea otters are all dead and the rest of the fauna keeps dying https://t.co/bsqW1Joafr"
24,2022-03-13T22:59:45.000Z,"RT @ga_vil: @hermanntertsch No se confunda Sr. Tertsch, la derecha mexicana está en la lona. Los q realmente mueven los hilos en todos los…"
25,2022-03-13T22:58:57.000Z,"RT @MaryGaba7: @hermanntertsch La Derecha es NULA en México, quien los instruye y corrompe son  quienes están perdiendo sus fraudulentos ne…"
26,2022-03-13T22:24:11.000Z,"@Escroniano @Repsol @Gazprom @Lukoil Según la web de la propia Repsol, siguen operando allí: https://t.co/IjuiX8ZrXi"
27,2022-03-13T21:53:32.000Z,"RT @Ecogaser: Estás seguro de que todos los #combustibles son iguales?, observa “los testigos” del test de corrosión realizado según norma…"
28,2022-03-13T21:50:05.000Z,@PacoCrespoTSID @Repsol @Gazprom @Lukoil ¿Repsol sigue por ahí? Estuve mirando noticias y en unas salía que se iban y en otras que se quedaban.
29,2022-03-13T21:48:46.000Z,"RT @PacoCrespoTSID: @Escroniano @Repsol @Gazprom @Lukoil Hasta donde yo sé la petrolera rusa Rosneft, activa en Venzuela desde época Chávez…"
30,2022-03-13T21:23:25.000Z,"Qué vergüenza, @Repsol. #RepudioRepsol #RepsolHazteCargo #RepsolAsesinoEcologico https://t.co/ee4L61KAi7"
31,2022-03-13T21:19:42.000Z,RT @BLefazo: Todas las empresas dando ejemplo por la #GuerraEnUcrania pero…que hacen @Naturgy @iberdrola @Endesa o @Repsol?? No es necesari…
32,2022-03-13T21:14:32.000Z,@Repsol @repsol_peru @SunafilPeru @Defensoria_Peru @chabelitacongre @laencerronaperu https://t.co/CFEodx0M5A
33,2022-03-13T20:56:07.000Z,@Repsol @FundacionRepsol @repsol_peru @SunafilPeru @congresoperu @ap_bancada @MTPE_Peru @CIDH @BancadaAPP @BancadaRP @BancadaMorada @BancadaPeru @MinamPeru @MinemPeru @OSINERGMIN @podemos_peru @BancadaAvanzaOf #ParemosLaImpunidad https://t.co/07bQBJMZJP
34,2022-03-13T20:52:33.000Z,"@Repsol hola, hice la contratación de la tarifa ocu a final de enero, a finales de febrero puse una reclamación (5010917727) y aún no se nada. La distribuidora no tiene la solicitud de cambio. Esto es de vergüenza. No se como la ocu confía en esta compañía tan poco seria."
35,2022-03-13T20:51:10.000Z,"Más de FOS MESES del #DerrameRepsol y ni el @congresoperu ni @pcmperu ni @FiscaliaPeru han hecho nada
Mientras tanto @Repsol sigue burlándose de los peruanos
Nos ven la cara de imbéciles https://t.co/7c97cOv1sl"
36,2022-03-13T20:44:15.000Z,"RT @lajornadaonline: Con excepción de @inditexcareers–la cual aún no ha actualizado su información– entre @iberdrola, @bancosantander, @bbv…"
37,2022-03-13T20:43:30.000Z,"@TrujiYo Creo que es un buen periodista, lo que pasa es que me dejó una mala sensación cuándo no se pronunció sobre el tema de @Repsol. 

El tuitea y habla de todo y justo sobre este tema tan importante no le dió la cobertura que merecía... Me dejó una mala sensación de su convicción...🤔"
38,2022-03-13T20:39:09.000Z,"RT @ga_vil: @hermanntertsch No se confunda Sr. Tertsch, la derecha mexicana está en la lona. Los q realmente mueven los hilos en todos los…"
