,Fecha,Texto
0,2022-03-22T01:16:39.000Z,#DerrameRepsol @REPSOL informó de  un avance del 94% en la  limpieza de playas afectadas por el derrame ocurrido el 15 de enero https://t.co/OZne4WLt6k
1,2022-03-22T00:09:03.000Z,"@Repsol @consumidores Hace mas de un mes contrate @Repsol luz y gas , y a dia de hoy sigo sin tener ni una sola noticia por parte de repsol. Me parece inaceptable que despues de tanto tiempo desde la llamada de la firma y grabacion del contrato  siga asi.Alguna explicación??"
2,2022-03-21T23:21:25.000Z,RT @jfowks: Vídeo de diligencia del viernes del fiscal Ariel Tapia cuando retiran estructura submarina de @Repsol para evaluación de perito…
3,2022-03-21T23:08:39.000Z,RT @jfowks: .@soa_peru está recolectando útiles escolares para los hijos de los pescadores y comerciantes que hace dos meses no pueden trab…
4,2022-03-21T23:05:56.000Z,RT @Oceana_Peru: #URGENTE | La presión de las organizaciones de la sociedad civil y la ciudadanía han contribuido a que @SerforPeru inicie…
5,2022-03-21T22:29:06.000Z,"RT @eduardo_recoba: Un asco @repsol un asco de gente, de empresa, de personas. Un asco. 
#Repsol #JaimeFernandezCuesta #Derrame #Peru 
Cc @…"
6,2022-03-21T22:28:40.000Z,"RT @eduardo_recoba: Un asco @repsol un asco de gente, de empresa, de personas. Un asco. 
#Repsol #JaimeFernandezCuesta #Derrame #Peru 
Cc @…"
7,2022-03-21T22:27:56.000Z,"@Defensoria_Peru @Repsol @OEFAperu Faltó decir ""por favorcito, si quieren no lo hagan"""
8,2022-03-21T22:25:28.000Z,"RT @eduardo_recoba: Un asco @repsol un asco de gente, de empresa, de personas. Un asco. 
#Repsol #JaimeFernandezCuesta #Derrame #Peru 
Cc @…"
9,2022-03-21T22:23:06.000Z,@larepublica_pe @margarita_roro @Repsol tus víctimas te reclaman...
10,2022-03-21T22:14:15.000Z,"RT @eduardo_recoba: Un asco @repsol un asco de gente, de empresa, de personas. Un asco. 
#Repsol #JaimeFernandezCuesta #Derrame #Peru 
Cc @…"
11,2022-03-21T22:12:48.000Z,RT @AmarillosEspana: 📣#Españasepara Invitamos a secundar el paro nacional a:➡️ @Mercadona @CarrefourES @EROSKI @alcampo @autonomosata @Lech…
12,2022-03-21T22:05:57.000Z,RT @jfowks: Vídeo de diligencia del viernes del fiscal Ariel Tapia cuando retiran estructura submarina de @Repsol para evaluación de perito…
13,2022-03-21T22:03:43.000Z,@Repsol Como me pongo en contacto con vosotros?
14,2022-03-21T22:01:13.000Z,"RT @cesarponcec: Gracias @Repsol. Toda esta desgracia ha sido posible a partir de su desidia, incompetencia e incapacidad para actuar. Nunc…"
15,2022-03-21T22:00:51.000Z,"RT @eduardo_recoba: Un asco @repsol un asco de gente, de empresa, de personas. Un asco. 
#Repsol #JaimeFernandezCuesta #Derrame #Peru 
Cc @…"
16,2022-03-21T21:59:27.000Z,"RT @cesarponcec: Gracias @Repsol. Toda esta desgracia ha sido posible a partir de su desidia, incompetencia e incapacidad para actuar. Nunc…"
17,2022-03-21T21:59:08.000Z,"Gracias @Repsol. Toda esta desgracia ha sido posible a partir de su desidia, incompetencia e incapacidad para actuar. Nunca lo olvidaremos https://t.co/UphXFH478t"
18,2022-03-21T21:54:01.000Z,"@AlexGonzalesAGC @MinamPeru @Repsol @pcmperu INSERGENV SAC FabricaPesada de vehiculos, CarrozasFúnebres, limusinas, transformacion restauraciones vehículos,  Fabricacion estructuras metalicas, 3Locales y 2Cocheras
Jr.Los Nogales 353, 351, 378A Urb. Canto Bello SanJuan de Lurigancho. Contamina7años.COMOobtuvoLICENCIA https://t.co/0qDXZXp5i8"
