,Fecha,Texto
0,2022-03-03T02:15:54.000Z,RT @ConvocaPe: 🛢️ VERSIÓN DE REPSOL SOBRE ETAPA FINAL DE LIMPIEZA SE CONTRADICE CON REZAGOS DE PETRÓLEO EN EL MAR ▶ Para @Repsol la limpiez…
1,2022-03-03T02:15:11.000Z,RT @ConvocaPe: 🛢️ VERSIÓN DE REPSOL SOBRE ETAPA FINAL DE LIMPIEZA SE CONTRADICE CON REZAGOS DE PETRÓLEO EN EL MAR ▶ Para @Repsol la limpiez…
2,2022-03-03T02:15:08.000Z,RT @ConvocaPe: 🛢️ VERSIÓN DE REPSOL SOBRE ETAPA FINAL DE LIMPIEZA SE CONTRADICE CON REZAGOS DE PETRÓLEO EN EL MAR ▶ Para @Repsol la limpiez…
3,2022-03-03T02:14:33.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
4,2022-03-03T02:14:30.000Z,"🛢️ VERSIÓN DE REPSOL SOBRE ETAPA FINAL DE LIMPIEZA SE CONTRADICE CON REZAGOS DE PETRÓLEO EN EL MAR ▶ Para @Repsol la limpieza del derrame de petróleo ya se encuentra en su etapa final, al 82% de avance. Sin embargo, la realidad es distinta. https://t.co/idSldkF5EX"
5,2022-03-03T02:12:05.000Z,"@RoyerAtamirano @Repsol Yo no, pero el gobierno no hace nada…el sombrero pasea x Cajamarca para llorar."
6,2022-03-03T02:10:11.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
7,2022-03-03T02:09:35.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
8,2022-03-03T02:08:08.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
9,2022-03-03T02:07:41.000Z,@RoyerAtamirano @Repsol La prensa basura tiene como agenda vacar al presidente y ni ya se olvidó de Repsol y el desastre ecológico que ocasionó esta empresa.
10,2022-03-03T02:07:03.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
11,2022-03-03T02:06:40.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
12,2022-03-03T02:06:37.000Z,@RoyerAtamirano @Repsol #RepsolHazteCargo @FiscaliaPeru queremos sentencias y resultados ya!
13,2022-03-03T02:06:24.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
14,2022-03-03T02:04:19.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
15,2022-03-03T02:03:18.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
16,2022-03-03T02:00:00.000Z,"Señala el equipo de @MorganStanley que la prima de riesgo introducida en el precio del #petróleo por #Ucrania es poco probable que desaparezca. Mantiene @Repsol como top pick del sector en la región Iberia con recomendación Overweight ➡️ https://t.co/TtqsJmLJks
#Ibex35 #Empresas https://t.co/fSUu0I4ghs"
17,2022-03-03T01:57:12.000Z,"RT @Cluzcar: INDIGNANTE lo que hace @Repsol y ¿Qué dice la @EmbajadaEspPeru ? No pueden hacerse los desentendidos, dónde anda el AGREGADO C…"
18,2022-03-03T01:54:02.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
19,2022-03-03T01:53:21.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
20,2022-03-03T01:52:39.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
21,2022-03-03T01:50:36.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
22,2022-03-03T01:50:21.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
23,2022-03-03T01:41:48.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
24,2022-03-03T01:39:34.000Z,RT @Alvaroandresgi2: Este verano anomalo del 2022 es por CULPA DEL CALENTAMIENTO GLOBAL que nadie hace caso!! si hasta @Repsol a contaminad…
25,2022-03-03T01:34:05.000Z,"@RoyerAtamirano @Repsol Yo no olvido, pero la mayoría sigue comprándole a Repsol… por las huev… es"
26,2022-03-03T01:32:53.000Z,@Repsol seguimos esperando https://t.co/2EVz4PU0Xr
27,2022-03-03T01:32:46.000Z,"@jatarama @rosmar2329 @CarlosSolanoA Nuuuuu llegó a las playas de Huarmey???
Xkkk!!!!!?? P*t@s @repsol"
28,2022-03-03T01:30:21.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
29,2022-03-03T01:30:13.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
30,2022-03-03T01:28:28.000Z,"el ""100 tifiko"" que iría limpiar el petroleo derramado por @Repsol ya termino con su chamba?"
31,2022-03-03T01:27:16.000Z,"RT @LuceroHidalgoG: La @PoliciaPeru, que se mantiene de nuestros impuestos, limpiándole el local servicialmente a @Repsol https://t.co/puA9…"
32,2022-03-03T01:24:57.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
33,2022-03-03T01:18:21.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
34,2022-03-03T01:16:48.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
35,2022-03-03T01:06:10.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
36,2022-03-03T01:05:22.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
37,2022-03-03T01:04:16.000Z,"RT @CHUCKY69530840: @RoyerAtamirano @Repsol Lo q no olvidamos es, todo el daño q nos ha hecho quienes votaron x el inepto e ig orante de @P…"
38,2022-03-03T01:04:10.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
39,2022-03-03T01:04:07.000Z,@RoyerAtamirano @Repsol Donde están todos los que se hicieron presentes solo para la foto nada más sarta de sinverguenzas
40,2022-03-03T01:01:44.000Z,"RT @IOA_Energy: We are delighted to welcome @Repsol as sponsors of the 3rd annual edition of the Madrid Energy Conference, returning in per…"
41,2022-03-03T01:00:43.000Z,@RoyerAtamirano @Kuroageha7 @Repsol Yo no me he olvidado #RepsolHazteCargo #RepsolEcocida
42,2022-03-03T00:58:10.000Z,"RT @Cluzcar: INDIGNANTE lo que hace @Repsol y ¿Qué dice la @EmbajadaEspPeru ? No pueden hacerse los desentendidos, dónde anda el AGREGADO C…"
43,2022-03-03T00:57:37.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
44,2022-03-03T00:57:15.000Z,@RoyerAtamirano @Repsol Ptm!!! Cierto 🤦🏽‍♀️
45,2022-03-03T00:57:07.000Z,"RT @Cluzcar: INDIGNANTE lo que hace @Repsol y ¿Qué dice la @EmbajadaEspPeru ? No pueden hacerse los desentendidos, dónde anda el AGREGADO C…"
46,2022-03-03T00:57:03.000Z,"RT @Cluzcar: INDIGNANTE lo que hace @Repsol y ¿Qué dice la @EmbajadaEspPeru ? No pueden hacerse los desentendidos, dónde anda el AGREGADO C…"
47,2022-03-03T00:56:14.000Z,@OXlTOClNA @litolobo @MalditosPublis @Repsol 😱
48,2022-03-03T00:55:11.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
49,2022-03-03T00:51:39.000Z,"RT @Cluzcar: INDIGNANTE lo que hace @Repsol y ¿Qué dice la @EmbajadaEspPeru ? No pueden hacerse los desentendidos, dónde anda el AGREGADO C…"
50,2022-03-03T00:51:10.000Z,"INDIGNANTE lo que hace @Repsol y ¿Qué dice la @EmbajadaEspPeru ? No pueden hacerse los desentendidos, dónde anda el AGREGADO COMERCIAL?? @FernandoGimeno @ActualidadRT @NicolasLucar @exitosape @ensustrece https://t.co/VIuf0vht2l"
51,2022-03-03T00:49:20.000Z,@RoyerAtamirano @Repsol #RepsolAsesina
52,2022-03-03T00:49:01.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
53,2022-03-03T00:48:31.000Z,RT @RoyerAtamirano: Ya se olvidaron del daño que nos hizo la empresa @Repsol Cierto?
54,2022-03-03T00:44:36.000Z,RT @Alvaroandresgi2: Este verano anomalo del 2022 es por CULPA DEL CALENTAMIENTO GLOBAL que nadie hace caso!! si hasta @Repsol a contaminad…
