,Fecha,Texto
0,2022-01-03T01:08:37.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Eu poderia estar na piscina agora, mas to aqui, falando, falando, falando.....e nem…"
1,2022-01-03T01:05:12.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Ibéria, ajuda a gente a ajudar vocês?

Sério, vocês não tem noção da proporção que i…"
2,2022-01-03T01:02:36.000Z,@IberiaBR_PT @Repsol @aena @petronor #IberiaDealParis #iberiahonreparis
3,2022-01-03T01:02:29.000Z,"@IberiaBR_PT @Repsol @aena @petronor Eu poderia estar na piscina agora, mas to aqui, falando, falando, falando.....e nem sei se vocês vão me ouvir, ou vão me block...talvez apaguem esse post.....realmente é uma incógnita. 

Eu vou jantar mas já volto pra conversar com vocês =)

#IberiaDealParis 
#iberiahonreparis"
4,2022-01-03T00:57:15.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Ibéria, ajuda a gente a ajudar vocês?

Sério, vocês não tem noção da proporção que i…"
5,2022-01-03T00:56:47.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Ibéria, ajuda a gente a ajudar vocês?

Sério, vocês não tem noção da proporção que i…"
6,2022-01-03T00:56:42.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Ibéria, ajuda a gente a ajudar vocês?

Sério, vocês não tem noção da proporção que i…"
7,2022-01-03T00:55:45.000Z,"@IberiaBR_PT @Repsol @aena @petronor Ibéria, ajuda a gente a ajudar vocês?

Sério, vocês não tem noção da proporção que isso tomou.

Amanhã é o primeiro dia útil do ano, espero que vocês acabem com esse pesadelo que nos foi causado em pleno fim de ano.

#iberiahonreparis"
8,2022-01-03T00:54:05.000Z,"@IberiaBR_PT @Repsol @aena @petronor Nós só queremos o anunciado @IberiaBR_PT! Foi uma ação promocional, inclusive anunciada por e-mail! Pagamos e queremos nossas passagens! Olhem os preços promocionais de hoje, NÃO FOI ERRO, FOI PROMOÇÃO! #iberiahonreparis https://t.co/i5YN3WyYlH"
9,2022-01-03T00:53:30.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Eu sei que vou tomar block, mas estou com a consciência tranquila. Estou exigindo os…"
10,2022-01-03T00:53:07.000Z,"@IberiaBR_PT @Repsol @aena @petronor Parabéns a todos que estão se manifestando de forma pacífica. 

Muitos colegas foram calados, estou muito chateada e assustada com a proporção que isso está causando

@passagensaereas 
@FernandoCapez 
@passagensimperd 
@celsorussomanno 
@proconspoficial 
@oficial_Anac"
11,2022-01-03T00:51:34.000Z,RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Meu deus! Quantas mensagens desesperadoras de milhares de pessoas que foram lesadas.…
12,2022-01-03T00:51:22.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Eu sei que vou tomar block, mas estou com a consciência tranquila. Estou exigindo os…"
13,2022-01-03T00:51:04.000Z,"RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Eu sei que vou tomar block, mas estou com a consciência tranquila. Estou exigindo os…"
14,2022-01-03T00:49:49.000Z,"@IberiaBR_PT @Repsol @aena @petronor Eu sei que vou tomar block, mas estou com a consciência tranquila. Estou exigindo os meus direitos da forma mais honesta.

Só quero as passagens emitidas. Apenas!

Sério! Eu to arrasada!!!!

#iberiahonreparis"
15,2022-01-03T00:49:42.000Z,RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Meu deus! Quantas mensagens desesperadoras de milhares de pessoas que foram lesadas.…
16,2022-01-03T00:48:22.000Z,"@IberiaBR_PT @Repsol @aena @petronor Pedidos ajuda de todos os órgãos brasileiros.

Não foi bug, foi promoção. Vocês devem honrar!

@passagensaereas 
@FernandoCapez 
@passagensimperd 
@celsorussomanno 
@proconspoficial 
@ProconRJ 
@oficial_Anac 

AJUDEM-NOS!!!!

#iberiahonreparis"
17,2022-01-03T00:47:27.000Z,RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Meu deus! Quantas mensagens desesperadoras de milhares de pessoas que foram lesadas.…
18,2022-01-03T00:47:02.000Z,RT @LUANAVARELLA: @IberiaBR_PT @Repsol @aena @petronor Meu deus! Quantas mensagens desesperadoras de milhares de pessoas que foram lesadas.…
19,2022-01-03T00:46:02.000Z,"@IberiaBR_PT @Repsol @aena @petronor Meu deus! Quantas mensagens desesperadoras de milhares de pessoas que foram lesadas. 

Não é mais fácil entrar num acordo com as pessoas que tiveram os seus voos cancelados? 

Dia 28/12/21 entrará pra história da companhia. 

Jamais esqueceremos!!!

#iberiahonreparis"
20,2022-01-03T00:34:06.000Z,"@IberiaBR_PT @Repsol @aena @petronor As leis brasileiras precisam ser respeitadas, que cumpram a oferta de 28/12/2021!   #iberiahonreparis #iberiadealparis @IberiaBR_PT @oficial_Anac @proconspoficial @FernandoCapez @celsorussomanno @g1 @folha @portalR7 @SBTonline"
21,2022-01-03T00:07:59.000Z,"@IberiaBR_PT @Repsol @aena @petronor Passagens RJ - Paris canceladas... E qual a desculpa mesmo? Ah, disse a @Iberia que deveria ser 1180 dólares por uma passagem em classe econômica, somente com bagagem de mão e não reembolsável. Acho que precisam correr aqui,   @oficial_Anac @proconspoficial @FernandoCapez @g1"
22,2022-01-02T23:55:57.000Z,"@IberiaBR_PT @Repsol @aena @petronor Não vamos desistir @IberiaBR_PT, não será como o caso Seychelles. Dessa vez vocês terão que cumprir a oferta! Não foi erro, foi promoção e está ficando feio pra vocês! #iberiahonreparis"
23,2022-01-02T23:55:35.000Z,"@IberiaBR_PT @Repsol @aena @petronor Como fica 
@FernandoCapez @proconspoficial? A @IberiaBR_PT não respeita os clientes! PROPAGANDA ENGANOSA e violação do CDC Brasileiro! Um absurdo cancelar passagens de mais de 1.000 brasileiros sem justificativa alguma. Tem que honrar a promoção divulgada #iberiahonreparis"
24,2022-01-02T23:48:44.000Z,"@IberiaBR_PT @Repsol @aena @petronor Vamos continuar e expondo os preços que vocês praticam @IberiaBR_PT. Não foi erro, foi promoção e agora vocês tem que honrar!  #iberiahonreparis"
25,2022-01-02T23:36:22.000Z,@IberiaBR_PT @Repsol @aena @petronor Quando a empresa lesa mais de 1000 consumidores? Cancela as passagens e ainda deseja um feliz ano novo?  @IberiaBR_PT @Iberia @proconspoficial @idec @OGlobo_Rio @UOLNoticias  @r7noticias @g1 @passagensimperd @passageirode1a @passagensaereas  #IberiaHonreParis #IberiaDealParis
26,2022-01-02T23:31:44.000Z,"@IberiaBR_PT @Repsol @aena @petronor @oficial_Anac Cancelamento infundado de passagens já emitidas da @Iberia @IberiaBR_PT !! Não queremos cancelamento. Vocês ofertaram, compramos. Agora #iberiahonreparis #IberiaDealParis"
27,2022-01-02T23:03:50.000Z,RT @pcfthai: @IberiaBR_PT @Repsol @aena @petronor Nunca* #iberiahonreparis
28,2022-01-02T23:03:20.000Z,RT @pcfthai: @IberiaBR_PT @Repsol @aena @petronor Um marco seria cumprir com os compromissos e honrar as passagens vendidas #iberiahonrepar…
29,2022-01-02T23:02:05.000Z,@IberiaBR_PT @Repsol @aena @petronor Vocês acreditam na Iberia?
30,2022-01-02T23:01:03.000Z,@IberiaBR_PT @Repsol @aena @petronor Um marco seria cumprir com os compromissos e honrar as passagens vendidas #iberiahonreparis
