,Fecha,Texto
0,2021-11-14T11:37:06.000Z,"RT @Repsol: ¡Bienvenidos a nuestra Isla Sostenible en Animal Crossing! Un lugar donde la energía, la eficiencia y la economía circular son…"
1,2021-11-14T11:33:01.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
2,2021-11-14T11:32:54.000Z,"RT @Overlord_Eden: Y este link de abajo, es algo que los cenutrios de @Repsol nunca leyeron antes de hacer esta campaña...

https://t.co/nF…"
3,2021-11-14T11:32:46.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
4,2021-11-14T11:27:18.000Z,"Y este link de abajo, es algo que los cenutrios de @Repsol nunca leyeron antes de hacer esta campaña...

https://t.co/nF2KWsBthR

Aunque no creo que Nintendo haga nada, hubiese sido gracioso ver a ""Dos ratas peleando por un churro, con música de fondo de Linkin Park"". https://t.co/mx0SCam11H"
5,2021-11-14T11:27:12.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
6,2021-11-14T11:19:24.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
7,2021-11-14T11:04:57.000Z,RT @PabloAlola: Hoy he visitado con @DessyTenori la Isla Sostenible de @Repsol. Son muy majos y nos han regalado unos aerogeneradores ¡Para…
8,2021-11-14T11:01:30.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
9,2021-11-14T10:59:23.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
10,2021-11-14T10:59:04.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
11,2021-11-14T10:57:03.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
12,2021-11-14T10:56:23.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
13,2021-11-14T10:55:41.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
14,2021-11-14T10:55:39.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
15,2021-11-14T10:53:57.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
16,2021-11-14T10:53:14.000Z,"RT @HRC_MotoGP: A pleasure to join our @repsol family and their guests today!

@polespargaro welcomed with open arms and sharing a few stor…"
