,Fecha,Texto
0,2022-03-12T01:51:13.000Z,RT @rossanacpex1: Exelente análisis de @marcvidal en #economia y política europea y cómo nos afectará al🌎.”Actividad Económica y Consumo de…
1,2022-03-12T01:49:36.000Z,"RT @LaSalitadelSin: 🔴 #REPSOL | Director general de la ONG @Oceana_Peru, Daniel Olivares, denunció DESPIDOS MASIVOS en SERFOR, y todo esto…"
2,2022-03-12T00:55:46.000Z,"RT @rootedcon: Hola @iberdrola, @Endesa, @Repsol, @Naturgy, hace unos meses os avisamos de un problema de seguridad en vuestros contadores.…"
3,2022-03-12T00:48:16.000Z,"RT @rootedcon: Hola @iberdrola, @Endesa, @Repsol, @Naturgy, hace unos meses os avisamos de un problema de seguridad en vuestros contadores.…"
4,2022-03-12T00:38:26.000Z,"RT @rootedcon: Hola @iberdrola, @Endesa, @Repsol, @Naturgy, hace unos meses os avisamos de un problema de seguridad en vuestros contadores.…"
5,2022-03-12T00:35:56.000Z,"RT @LaSalitadelSin: 🔴 #REPSOL | Director general de la ONG @Oceana_Peru, Daniel Olivares, denunció DESPIDOS MASIVOS en SERFOR, y todo esto…"
6,2022-03-12T00:33:21.000Z,"RT @rootedcon: Hola @iberdrola, @Endesa, @Repsol, @Naturgy, hace unos meses os avisamos de un problema de seguridad en vuestros contadores.…"
7,2022-03-12T00:27:39.000Z,"RT @rootedcon: Hola @iberdrola, @Endesa, @Repsol, @Naturgy, hace unos meses os avisamos de un problema de seguridad en vuestros contadores.…"
8,2022-03-12T00:17:28.000Z,"RT @LaSalitadelSin: 🔴 #REPSOL | Director general de la ONG @Oceana_Peru, Daniel Olivares, denunció DESPIDOS MASIVOS en SERFOR, y todo esto…"
9,2022-03-12T00:17:23.000Z,"@PRI_Nacional @GobiernoMX Agachados, coyones, lemetompeates, sinvergüenzas, corruptos y mentirosos. Olvidan los millones de euros que entregaron a empresas españolas corruptas como OHL e @iberdrola @iberdrolamex y @Repsol @repsolmexico y cadenas hoteleras, entre otras."
