,Fecha,Texto
0,2022-01-26T02:07:50.000Z,@repsol_peru @Repsol #RepsolHazteCargo !!!!!
1,2022-01-26T02:07:47.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
2,2022-01-26T02:07:42.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
3,2022-01-26T02:07:37.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
4,2022-01-26T02:07:37.000Z,"RT @DonhaPesima: Casi todos sabemos que Castillo no estaba preparado para ser presidente.
Podemos volver al DERRAME DE PETRÓLEO? ACÁ @Repso…"
5,2022-01-26T02:07:24.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
6,2022-01-26T02:07:24.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
7,2022-01-26T02:07:22.000Z,"@arturooislas @Repsol #RepsolEcocida
#RepsolHazteCargo
Gracias por todo tu apoyo @arturooislas, gracias México lindo y querido 🇲🇽 https://t.co/MsF0pCYpxf"
8,2022-01-26T02:07:13.000Z,@bancadaJP @sigridbazan @RPPNoticias @Repsol https://t.co/0gCCJAMIkl
9,2022-01-26T02:07:13.000Z,"RT @WaykaPeru: #FotoGalería📸 | Artistas piuranos realizaron un plantón frente a uno de los grifos de @Repsol, para expresar su rechazo por…"
10,2022-01-26T02:07:10.000Z,"@francescaraffo @Lima_ECpe No es #Repsol, es @Repsol para que les quede bien grabadito."
11,2022-01-26T02:07:07.000Z,RT @ConvocaPe: #NUEVO 🛢️ LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del P…
12,2022-01-26T02:07:02.000Z,"RT @martinhidalgo: En redes, la empresa @Repsol busca dar la imagen que están avanzando bien en la recuperación de las zonas afectadas por…"
13,2022-01-26T02:07:01.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
14,2022-01-26T02:07:00.000Z,RT @ConvocaPe: #NUEVO 🛢️ LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del P…
15,2022-01-26T02:06:53.000Z,RT @jfowks: La caminata desde Ventanilla a refinería La Pampilla fue organizada por más de 20 colectivos ciudadanos y gremios ventanillense…
16,2022-01-26T02:06:53.000Z,RT @littlepipedream: Qué desgarrador. Alguna novedad sobre @Repsol? Hoy vencían plazos 😪 #RepsolHazteCargo
17,2022-01-26T02:06:49.000Z,RT @ConvocaPe: #NUEVO 🛢️ LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del P…
18,2022-01-26T02:06:43.000Z,RT @ConvocaPe: #NUEVO 🛢️ LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del P…
19,2022-01-26T02:06:40.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
20,2022-01-26T02:06:37.000Z,"RT @WaykaPeru: #FotoGalería📸 | Artistas piuranos realizaron un plantón frente a uno de los grifos de @Repsol, para expresar su rechazo por…"
21,2022-01-26T02:06:30.000Z,"Terruquear cuando estamos en plena lucha contra el ecocidio de @Repsol no es gratis. Estan desviando el tema para pasar piola. No más impunidad, no más desastres medioambientales a manos de empresas inescrupulosas! No más terrorismo empresarial!"
22,2022-01-26T02:06:22.000Z,@ChalecosAmarill @Repsol No fue Tonga por la irresponsabilidad de Repsol y no parar el descargue de petróleo desde la embarcación Italiana
23,2022-01-26T02:06:12.000Z,"RT @sundigi4: Ya ha pasado más de una semanas y hasta el día de hoy no veo, ni escucho, ninguna sanción para @repsol; eso Srs @OSINERGMIN @…"
24,2022-01-26T02:06:08.000Z,RT @ConvocaPe: #NUEVO 🛢️ LA MILLONARIA DEUDA TRIBUTARIA DE @Repsol ANTE @SUNATOficial PODRÍA PRESCRIBIR ▶ Repsol Exploración Sucursal del P…
25,2022-01-26T02:06:01.000Z,RT @ConvocaPe: #NUEVO 🛢️@Repsol ACUMULA DEUDAS TRIBUTARIAS POR S/ 19 MILLONES Y 50 RESOLUCIONES POR SANCIONES AMBIENTALES ▶ Compañía de cap…
26,2022-01-26T02:06:00.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
27,2022-01-26T02:05:55.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
28,2022-01-26T02:05:54.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
29,2022-01-26T02:05:53.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
30,2022-01-26T02:05:53.000Z,"RT @RuthLuqueIbarra: Representante de @OEFAperu en sesión de @cdpueblos recuerda efectos del ""paquetazo ambiental"" y debilitamiento de la c…"
31,2022-01-26T02:05:50.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
32,2022-01-26T02:05:39.000Z,"RT @LaSalitadelSin: Arturo Islas Allende @arturooislas actor, ambientalista, productor; está en Perú grabando todo referente a la contamina…"
33,2022-01-26T02:05:33.000Z,"RT @danielfolivares: No olvidemos a @Repsol 
No olvidemos a @Repsol 
No olvidemos a @Repsol  

#RepsolHazteCargo"
34,2022-01-26T02:05:29.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
35,2022-01-26T02:05:27.000Z,"RT @LaSalitadelSin: Arturo Islas Allende @arturooislas actor, ambientalista, productor; está en Perú grabando todo referente a la contamina…"
36,2022-01-26T02:05:14.000Z,@danielfolivares @Repsol Máximo RT!! https://t.co/rd9Amy8QfD
37,2022-01-26T02:05:13.000Z,"RT @juliaelena23: ""Se ve feo, pero se puede limpiar"" 
Cc. a la ""señora"" Rosa María Palacios.

¿Limpiar QUÉ? ¿Las miles de muertes de animal…"
38,2022-01-26T02:05:06.000Z,"@danielfolivares @melaniaurbinak @Repsol No solo es no olvidar a Repsol si no también al gobierno de turno, que la memoria no sea solo selectiva con solo algunos gobiernos como pasó el 2013 peor mayoría se queda callada https://t.co/FL69mwAn63"
39,2022-01-26T02:05:01.000Z,"@martinhidalgo @Repsol @pedrospadaro mientras tanto el petroleo ya llegó a Punta Salinas en Huacho. Hacen labor en algunas playas, donde hay gente q los vea, pero no estan conteniendo el derrame q sigue avanzando con la corriente"
40,2022-01-26T02:04:50.000Z,"RT @arturooislas: Estoy en Perú, no hay un solo centímetro de agua que no tenga petróleo en la zona del derrame ocasionado por @Repsol el d…"
41,2022-01-26T02:04:23.000Z,RT @bancadaJP: #Entrevista | @sigridbazan en @RPPNoticias: Muchísimas organizaciones de pescadores se han visto afectadas por el derrame de…
42,2022-01-26T02:04:22.000Z,RT @littlepipedream: Qué desgarrador. Alguna novedad sobre @Repsol? Hoy vencían plazos 😪 #RepsolHazteCargo
43,2022-01-26T02:04:21.000Z,@danielfolivares @vanessa_lopez09 @Repsol Fuera cojudigno
44,2022-01-26T02:04:17.000Z,"RT @DonhaPesima: Casi todos sabemos que Castillo no estaba preparado para ser presidente.
Podemos volver al DERRAME DE PETRÓLEO? ACÁ @Repso…"
