,Fecha,Texto
0,2021-11-27T01:44:17.000Z,"RT @el_pais: ¿Por qué comer espinacas o manzanas puede ser bueno para el planeta? Helena González, doctora en Biomedicina, explica en #somo…"
1,2021-11-27T01:43:37.000Z,"RT @Repsol: Cada vez somos más y usamos más energía. En este episodio descubriremos el #hidrógeno, la revolución energética que está por ll…"
2,2021-11-26T23:08:50.000Z,Sois unos hijos de puta @iberdrola @Naturgy @Endesa @Repsol @Cepsa y todas las demás https://t.co/jKtz2BoIia
3,2021-11-26T23:07:54.000Z,"RT @AjTorredembarra: 👏👏👏 Enhorabona als guanyadors #Premi #Periodisme Mañé i Flaquer 2021

Organitzat per #Cultura  #Torredembarra i @perio…"
4,2021-11-26T22:58:03.000Z,"RT @BBrigantium: @mincoturgob, @MarotoReyes, @iberdrola, @Repsol, @Endesa
BREVE REPASO A LA ÍNFIMA Y DEPLORABLE RED DE RECARGA ESPAÑOLA DE…"
5,2021-11-26T22:50:27.000Z,"RT @AjTorredembarra: 👏👏👏 Enhorabona als guanyadors #Premi #Periodisme Mañé i Flaquer 2021

Organitzat per #Cultura  #Torredembarra i @perio…"
6,2021-11-26T22:28:10.000Z,"RT @Alvisepf: -El ex-director de Información de @SanchezCastejon (Alberto Pozas) imputado por espionaje.

-Los ex-jefes de seguridad de @Re…"
7,2021-11-26T22:10:54.000Z,"RT @PortTarragona: L’enhorabona als premiats, als finalistes i a tots els participants en aquesta XXIV edició dels Premis Mañé i Flaquer!…"
8,2021-11-26T22:08:01.000Z,"Un article sobre el paper clau de Mont-roig en l'obra de Miró, Premi de Periodisme Mañé i Flaquer @AjTorredembarra @Repsol @PortTarragona 
https://t.co/M4O63BWZag"
9,2021-11-26T21:21:33.000Z,“Blak fridei” no hay para la gasolina y la luz. Enrrollaos mamonas.@Endesa @Repsol
10,2021-11-26T21:01:44.000Z,"👏👏👏 Enhorabona als guanyadors #Premi #Periodisme Mañé i Flaquer 2021

Organitzat per #Cultura  #Torredembarra i @periodistes_cat #Tarragona

Patrocina @Repsol
Col·labora @PortTarragona 
Suport @Dipta_cat

Llegiu aquí la 🗞️ https://t.co/FuGrXwo72M

📷 Anna F. https://t.co/3LIFc3sGzJ"
11,2021-11-26T20:55:35.000Z,"L’enhorabona als premiats, als finalistes i a tots els participants en aquesta XXIV edició dels Premis Mañé i Flaquer!

@AjTorredembarra @Repsol @periodistes_cat 

#PremiMañéiFlaquer https://t.co/WH73XECq6e"
12,2021-11-26T20:39:52.000Z,"@periodistes_cat @RicardLahoz @fetatarragona @irene_1919 @bertranpep @Repsol Felicitats, @RicardLahoz"
13,2021-11-26T20:15:31.000Z,"RT @periodistes_cat: El Premi de Comunicació Local, amb una dotació de 3.000 euros, és per a “Redescobrir els terrats”, de @RicardLahoz, pu…"
14,2021-11-26T20:10:58.000Z,"El Premi de Comunicació Local, amb una dotació de 3.000 euros, és per a “Redescobrir els terrats”, de @RicardLahoz, publicat al @fetatarragona. Finalistes: @irene_1919 i @gransesperances. Lliura el guardó @bertranpep de @Repsol a Tarragona.
#PremiMañéiFlaquer https://t.co/oaUVbl215I"
15,2021-11-26T19:39:48.000Z,"Aqui estoy, en una @Repsol esperando el #BlackFriday …"
16,2021-11-26T19:32:15.000Z,@Repsol !😻
17,2021-11-26T18:38:28.000Z,RT @patsunnamed: No había visto un servicio al cliente tan calamitoso y vergonzoso como el de @Repsol #luzygas después de no se ya cuántas…
18,2021-11-26T18:33:17.000Z,@IberiaBR_PT @Repsol @aena @petronor boa tarde pedi milhas referentes a voos realizados pela latam há algumas semanas. protocolo 1000711058. queria saber o andamento disso
19,2021-11-26T18:31:57.000Z,"@Repsol Mucho más barata que la de cepsa.
Se os puede hacer entrega de las de cepsa para coger de las suyas?"
