,Fecha,Texto
0,2021-11-17T11:15:58.000Z,"RT @JorgeCanaKero: @rulo_topo @Repsol La respuesta oculta, por si alguien no puede verlo y no sabe como verla. https://t.co/Sfe0mU7luq"
1,2021-11-17T11:15:38.000Z,"RT @rulo_topo: @Repsol Creo que mi anterior tuit ha sido ocultado del hilo por @repsol Gracias por la transparencia, no se esperaba menos."
2,2021-11-17T11:05:48.000Z,"@Repsol ¿Por qué lo ocultais?
Con lo bonita que es la foto https://t.co/rto7veN7XH"
3,2021-11-17T11:05:28.000Z,RT @rulo_topo: @Repsol Os falta un poco de esto para dejar la isla acorde del todo a lo que hacéis. Menos greenwashing anda. https://t.co/S…
4,2021-11-17T11:05:12.000Z,RT @JaSantaolalla: ¿Qué es la superconductividad y cómo funciona? Hay muchos retos en la física y la ingeniería de hoy que las nuevas gener…
5,2021-11-17T11:02:53.000Z,@Repsol https://t.co/UZTXqrQOoP
6,2021-11-17T11:00:11.000Z,RT @ACives: @Repsol Ya podeis ir borrando chavalesss https://t.co/KuaLk5XRHS
7,2021-11-17T10:58:05.000Z,RT @ACives: @Repsol Ya podeis ir borrando chavalesss https://t.co/KuaLk5XRHS
8,2021-11-17T10:52:10.000Z,RT @JaSantaolalla: ¿Qué es la superconductividad y cómo funciona? Hay muchos retos en la física y la ingeniería de hoy que las nuevas gener…
9,2021-11-17T10:49:44.000Z,RT @ACives: @Repsol Ya podeis ir borrando chavalesss https://t.co/KuaLk5XRHS
10,2021-11-17T10:44:50.000Z,"@CristinALCAIDE1 @Repsol @MonoInformatico Si caen ellos, tú y yo caemos detrás, no te parece?"
11,2021-11-17T10:43:23.000Z,"@AtoqM @Repsol A ver, una empresa que se dedica a la distribución de carburantes y demás, no sería muy coherente que saliese de esa lista. Y mientras nuestros coches no sean totalmente electricos y nuestras calefacciones no queda otra"
12,2021-11-17T10:35:22.000Z,"RT @AFANMADRID: Compañías q ofrecen #BonoSocial están reguladas por el gobierno: @TuIberdrola (Curenergia), @NaturgyClientEs  (Gas&amp;Power),…"
13,2021-11-17T10:34:44.000Z,RT @FundacionRepsol: El Presidente de @Repsol destaca en la jornada anual de la Cátedra #FundaciónRepsol en @La_UPM que el objetivo de la d…
14,2021-11-17T10:34:08.000Z,"@Cepsa_ES @Repsol Tras 13 días esperando el pedido, ayer ya se lo hice a repsol y el viernes lo tengo...así se os quita también el problema de que no se entreguen facturas desde marzo...lo que es un poquito ilegal y me ha supuesto perjuicio económico"
15,2021-11-17T10:32:01.000Z,"RT @FonsUECat: 🏆 El projecte Ecoplanta de conversió de residus en nous productes químics a Tarragona és un dels seleccionats!

🔝 https://t.…"
16,2021-11-17T10:30:34.000Z,RT @JaSantaolalla: ¿Qué es la superconductividad y cómo funciona? Hay muchos retos en la física y la ingeniería de hoy que las nuevas gener…
17,2021-11-17T10:21:27.000Z,RT @ACives: @Repsol Ya podeis ir borrando chavalesss https://t.co/KuaLk5XRHS
18,2021-11-17T10:20:28.000Z,"RT @Alvisepf: -El ex-director de Información de @SanchezCastejon (Alberto Pozas) imputado por espionaje.

-Los ex-jefes de seguridad de @Re…"
19,2021-11-17T10:20:17.000Z,RT @ACives: @Repsol Ya podeis ir borrando chavalesss https://t.co/KuaLk5XRHS
20,2021-11-17T10:20:17.000Z,"RT @FonsUECat: 🏆 El projecte Ecoplanta de conversió de residus en nous productes químics a Tarragona és un dels seleccionats!

🔝 https://t.…"
21,2021-11-17T10:19:09.000Z,RT @JaSantaolalla: ¿Qué es la superconductividad y cómo funciona? Hay muchos retos en la física y la ingeniería de hoy que las nuevas gener…
