,Fecha,Texto
0,2022-05-17T01:07:09.000Z,"RT @presidenciaperu: Presidente Pedro Castillo: ""Sobre el derrame de petróleo en el mar de Ventanilla, el @MinamPeru tiene instrucciones pr…"
1,2022-05-16T23:51:26.000Z,@presidenciaperu @MinamPeru @Repsol Primero aprende a leer burro rctmre
2,2022-05-16T23:17:50.000Z,@LaSalitadelSin @Oceana_Peru @Repsol ¿Habrá humo?
3,2022-05-16T23:03:13.000Z,"RT @FApor_elmundo: Señores de @Repsol ¿de qué sirve ser cliente suyo, tener su tarjeta, gastarse una media de 50 euros a la semana en su ga…"
4,2022-05-16T22:39:41.000Z,"Increible, la gasolina mas barata en portugal que en españa .despues de mas de 40 años @GobiernoEs nos engaña con los descuentos @Repsol @Cepsa_ES"
5,2022-05-16T22:36:45.000Z,"RT @presidenciaperu: Presidente Pedro Castillo: ""Sobre el derrame de petróleo en el mar de Ventanilla, el @MinamPeru tiene instrucciones pr…"
6,2022-05-16T22:18:29.000Z,@presidenciaperu @MinamPeru @Repsol Y para cuando tú lider cerrron te va a ordenar firmar lo de la afp? Cuando se te levanten para reclamar nuestra Plata quedarás en evidencia q trabajas para los grandes
7,2022-05-16T21:41:27.000Z,"RT @Infocamptgn: Convocada la XXXV edició del Premi de Periodisme Mañé i Flaquer / Com a novetat, la categoria de fotoperiodisme serà valor…"
8,2022-05-16T21:40:46.000Z,"RT @RicardLahoz: Convocat el 35è Premi #Periodisme Mañé i Flaquer

Felicitats a @periodistes_cat @AjTorredembarra @Repsol i @PortTarragona…"
9,2022-05-16T21:33:31.000Z,"RT @periodistes_cat: 📢 Convocat XXXVè Premi de Periodisme Mañé i Flaquer:

☑️Periodisme Camp Tarragona, 8.000 €
☑️Periodisme turístic, 6.00…"
10,2022-05-16T21:04:34.000Z,"RT @PortTarragona: ACTE | El president de #PortTarragona, @jmcruset, participa en la presentació de la 34a. Edició dels Premis Mañé i Flaqu…"
11,2022-05-16T20:58:01.000Z,"RT @presidenciaperu: Presidente Pedro Castillo: ""Sobre el derrame de petróleo en el mar de Ventanilla, el @MinamPeru tiene instrucciones pr…"
12,2022-05-16T20:43:47.000Z,"@Repsol El de 20cent por litro del gobierno + el de Waylet. Y aún así, vaya precio"
13,2022-05-16T20:29:03.000Z,"RT @presidenciaperu: Presidente Pedro Castillo: ""Sobre el derrame de petróleo en el mar de Ventanilla, el @MinamPeru tiene instrucciones pr…"
14,2022-05-16T20:18:26.000Z,"@presidenciaperu @MinamPeru @Repsol 🚨 REPSOL SE BURLA PRESIDENTE DICE NO, #REPSOL DICE SÍ USANDO A LA #OEFA
PESCADORES RECHAZAN ACUERDO HECHO POR EL GOBIERNO CON REPSOL 🇪🇦 Embajada de España en 🇵🇪, 
#Emergencia ⚠️
#AFECTARÁ 15 AÑOS MÍNIMO 
#Ecocidio
#NoHaySumaQueValga
# REPSOL ""MIENTE"" ☢☠
https://t.co/LbUJHeE5vG"
