,Fecha,Texto
0,2022-05-22T01:44:56.000Z,"RT @checkea: Nos mienten con descaro. De @Repsol no espero nada, ya sabemos de qué calaña son ¿Dónde está el Estado?"
1,2022-05-22T01:38:35.000Z,Opinion: Europe can in reality easily replace imported energy with its own with nuclear energy and green hydrogen. But it needs heavy political will to do. @Europarl_EN @EU_Commission @iberdrola @Repsol @eni @TotalEnergies
2,2022-05-22T00:40:34.000Z,"RT @WaykaPeru: Tras cumplirse 4 meses desde el derrame de petróleo de @Repsol y la limpieza de zonas afectadas, pescadores reportan presenc…"
3,2022-05-22T00:09:11.000Z,"RT @checkea: Nos mienten con descaro. De @Repsol no espero nada, ya sabemos de qué calaña son ¿Dónde está el Estado?"
4,2022-05-21T23:49:16.000Z,"RT @checkea: Nos mienten con descaro. De @Repsol no espero nada, ya sabemos de qué calaña son ¿Dónde está el Estado?"
5,2022-05-21T21:53:52.000Z,"RT @checkea: Nos mienten con descaro. De @Repsol no espero nada, ya sabemos de qué calaña son ¿Dónde está el Estado?"
6,2022-05-21T21:14:40.000Z,pero ya le avisaron de esto a @Repsol @repsol_peru ? https://t.co/wNZnpKjGbU
7,2022-05-21T21:05:21.000Z,"RT @elEconomistaes: 🔶Jornada eE: 'El desarrollo del hidrógeno en España'

🗓️24 de mayo

✍️https://t.co/ArgvD4SDLY

💡Patrocinado por @AENOR,…"
8,2022-05-21T20:36:31.000Z,RT @UniCienciaSomos: @la_upm @urjc @unibarcelona con sus Convenios de colaboración cátedras de petrolera @repsol @catedrarepsol falsean su…
9,2022-05-21T19:35:33.000Z,"RT @Activithink: 👩🏻‍💻👩🏼‍💻👩🏽‍💻👩🏾‍💻👩🏿‍💻👩‍💻👩🏻‍💻👩🏼‍💻👩🏽‍💻👩🏾‍💻
 #TechnovationGirlsMadrid
👩🏻‍💻👩🏼‍💻👩🏽‍💻👩🏾‍💻👩🏿‍💻👩‍💻👩🏻‍💻👩🏼‍💻👩🏽‍💻👩🏾‍💻

¡Enhorabuena a…"
10,2022-05-21T19:28:32.000Z,"RT @checkea: Nos mienten con descaro. De @Repsol no espero nada, ya sabemos de qué calaña son ¿Dónde está el Estado?"
11,2022-05-21T19:04:32.000Z,RT @gzcontrainfo: Concentración diante da refinería de @Repsol na Coruña para reclamar que se depuren responsabilidades no accidente labora…
12,2022-05-21T17:33:10.000Z,"RT @Anmargar: Si en una pequeña gasolinera pueden tener estos precios del gasoil hoy (más el descuento de 20 cent., claro) es más que evide…"
