,Fecha,Texto
0,2022-04-07T02:18:44.000Z,@Canchitacenteno Tiene que recibir pero castillo para que puedan renovar el Kontrato al mayor financista de la Korrupcion @Repsol 👇🏻👇🏻👇🏻 https://t.co/mM9MfyNTdy
1,2022-04-07T02:15:07.000Z,"@edcastillo_11 @Repsol Eduardo por favor los lunes ya no aparece el podcast, ayer martes quitas a FELIX que es lo mejor de la semana con ECONOMIA y metes a unos sudacas puertoriqueños narcos y regueton y los jueves en tecnología el volumen es pésimo se oye mal POR FAVOR VAS A PERDER MUCHOS OYENTES !!!"
2,2022-04-07T01:46:18.000Z,RT @LaSevillafut: Genial! Repsol descuenta 10 céntimos adicionales a los 20 céntimos que da el Gobierno. Llenando el depósito me he ahorrad…
3,2022-04-07T01:26:27.000Z,"RT @armesillaconde: Si hubiese sido @PedroCastilloTe el que hubiera dicho algo así de @Repsol en #Perú, hablaríamos de injerencia inaceptab…"
4,2022-04-07T01:12:28.000Z,"RT @israelrb78: @sanchezcastejon Muy bien dicho. Gracias. 

Y habría que añadir que desde hace 3 años no se cobra el contraproducente ""impu…"
5,2022-04-07T00:33:13.000Z,"RT @claufitvegan: Es una triste noticia, el biólogo marino Yuri Hooker ha informado que los 10 especímenes de nutrias marinas y de las poca…"
6,2022-04-07T00:32:34.000Z,"RT @Ecogaser: El mejor #combustible @Repsol con el mejor #descuento, descárgate como hace la mayoría de los usuarios la App @MyWaylet 💪💪

E…"
7,2022-04-06T23:42:09.000Z,"Una perrada más de @Repsol
Nos agarran de cojudo, quédense con su gasohol y métanselo al potito. https://t.co/3kFWse5mYh"
8,2022-04-06T23:26:08.000Z,"En mi estación de @Repsol me dicen que no aplican el descuento aprobado por el Gobierno. ""Se nos ha bloqueado"", me avisa el dependiente antes de abrir el surtidor. ¿Esto es normal? ¿Os ha pasado?"
9,2022-04-06T22:37:19.000Z,@Konamito @Repsol @MyWaylet Aquí esta a cas 3 euros el gasolina y la gasolina. Habrá que irse allí y pillarse una cisterna.
