,Fecha,Texto
0,2022-03-23T02:30:52.000Z,"@ConvocaPe @MinamPeru @pcmperu @Repsol Y que @congresoperu deje de hacerse los locos y recibir por lo bajo de empresas ecocidas y egoístas como @repsol_peru!! La ley general del ambiente debe reformarse, en la constitución hay leyes a favor del ambiente pero también hay muchas que obstaculizan a éstas!"
1,2022-03-23T02:24:00.000Z,RT @jfowks: Es cruel que @PoliciaPeru agreda con lacrimógenas a pescadores que protestaban pacíficamente por quedarse sin alimentos y traba…
2,2022-03-23T02:09:09.000Z,"@Repsol @RepsolWorldwide
#CorruptRepsol @GobiernoDeEspan Malditos corruptos. 
https://t.co/hW1BdIlafG"
3,2022-03-23T01:55:30.000Z,"Fariseos !! Hicieron mutis, chitón jeta ante la catástrofe de Ventanilla, entre destructores del Medio Ambiente son iguales o peores q’ Repsol. @Repsol @CONFIEP @snmpeperu @SNIndustrias @camaradelima @MinemPeru @OEFAperu @MinamPeru @USEMBASSYPERU @greenplanetfish @Journal_UN_ONU https://t.co/G203sPL6g4"
4,2022-03-23T01:40:11.000Z,"RT @JhanethRf: Se supone que este trabajo lo hace la @naval_peru ¿no?.
¿Quienes controlan a esta entidad y su ""trabajo"" ?
@congresoperu 
@p…"
5,2022-03-23T01:38:42.000Z,"RT @expansioncom: No es sólo la energía: numerosas #empresas españolas se juegan grandes inversiones en Argelia. @Naturgy, @Repsol, @ACCION…"
6,2022-03-23T01:34:58.000Z,"RT @ConvocaPe: #NUEVO🛑 El titular del @MinamPeru, Modesto Montoya, anunció que la @pcmperu solicitará facultades al Legislativo para mejora…"
7,2022-03-23T01:34:32.000Z,"RT @ConvocaPe: #NUEVO🛑 El titular del @MinamPeru, Modesto Montoya, anunció que la @pcmperu solicitará facultades al Legislativo para mejora…"
8,2022-03-23T01:28:43.000Z,"RT @expansioncom: No es sólo la energía: numerosas #empresas españolas se juegan grandes inversiones en Argelia. @Naturgy, @Repsol, @ACCION…"
9,2022-03-23T01:22:32.000Z,"RT @ConvocaPe: #NUEVO🛑 El titular del @MinamPeru, Modesto Montoya, anunció que la @pcmperu solicitará facultades al Legislativo para mejora…"
10,2022-03-23T01:22:08.000Z,"RT @ConvocaPe: #NUEVO🛑 El titular del @MinamPeru, Modesto Montoya, anunció que la @pcmperu solicitará facultades al Legislativo para mejora…"
